x_id,handle,display_name,registry_state,entity_id,entity_kind,entity_name,cohort_follow_count,cohort_follow_share,overlap_position,overlap_score_rank,pagerank_score,pagerank_position,pagerank_score_rank,pagerank_position_gain,is_personalization_seed
44196397,elonmusk,Elon Musk,active,58,person,Elon Musk,829,0.3773327264451525,63,58,0.0008295064103592682,37,37,26,0
2008226291535970305,tinkerapi,Tinker,active,9,organization,Thinking Machines Lab,102,0.04642694583522986,3400,558,0.0008013121859871157,38,38,3362,0
216939636,andrewyng,Andrew Ng,active,44,person,Andrew Ng,1302,0.59262630860264,9,9,0.0007858552421136989,39,39,-30,0
898805695,alecrad,Alec Radford,active,100,person,Alec Radford,903,0.4110150204824761,48,45,0.0007826831673521485,40,40,8,0
1605,sama,Sam Altman,active,21,person,Sam Altman,1397,0.6358670914883933,6,6,0.0007644163447995423,41,41,-35,0
775449094739197953,goodfellow_ian,Ian Goodfellow,active,15,person,Ian Goodfellow,1264,0.5753299954483386,10,10,0.000750251955977709,42,42,-32,0
1720046887,ilyasut,Ilya Sutskever,active,14,person,Ilya Sutskever,1440,0.6554392353208921,3,3,0.0007501107135040149,43,43,-40,0
3918111614,oriolvinyalsml,Oriol Vinyals,active,17,person,Oriol Vinyals,1187,0.5402822030040965,13,13,0.0007239652149359266,44,44,-31,0
1831398480700428289,yoshua_bengio,Yoshua Bengio,active,343,person,Yoshua Bengio,407,0.18525261720527994,366,261,0.0007064839307168722,45,45,321,0
33838201,googleai,Google AI,active,841,organization,Google,1087,0.49476558944014565,24,23,0.0006510275753126136,46,46,-22,0
917512572965761024,ajeya_cotra,Ajeya Cotra,active,688,person,Ajeya Cotra,283,0.1288120163859809,743,377,0.0006492591430855037,47,47,696,0
2815077014,chrmanning,Christopher Manning,active,24,person,Christopher Manning,1108,0.5043240782885753,22,21,0.0006115638130908963,48,48,-26,0
924816072036904960,argleave,Adam Gleave,active,926,person,Adam Gleave,197,0.08966772872098316,1346,463,0.0005975689055822222,49,49,1297,0
768092862,tdietterich,Thomas G. Dietterich,active,68,person,Thomas G. Dietterich,749,0.3409194355939918,83,75,0.0005787244870716931,50,50,33,0
13235832,natfriedman,Nat Friedman,active,69,person,Nat Friedman,836,0.380518889394629,60,55,0.0005780890603248823,51,51,9,0
438570403,jacobsteinhardt,Jacob Steinhardt,active,186,person,Jacob Steinhardt,524,0.23850705507510242,214,173,0.0005582656552932312,52,52,162,0
48642190,kchonyc,Kyunghyun Cho,active,22,person,Kyunghyun Cho,1057,0.4811106053709604,29,27,0.0005481878615381926,53,53,-24,0
3333052551,hugo_larochelle,Hugo Larochelle,active,29,person,Hugo Larochelle,947,0.43104233045061446,42,39,0.0005373099376445049,54,54,-12,0
2695650792,bethmaybarnes,Elizabeth Barnes,active,1210,person,Elizabeth Barnes,178,0.0810195721438325,1577,482,0.0005321620944948945,55,55,1522,0
180993910,pabbeel,Pieter Abbeel,active,28,person,Pieter Abbeel,1046,0.4761037778789258,33,31,0.0005212216898532008,56,56,-23,0
4558314927,srush_nlp,Sasha Rush,active,27,person,Sasha Rush,1066,0.48520710059171596,27,25,0.000502298246581829,57,57,-30,0
2956121356,rsalakhu,Russ Salakhutdinov,active,37,person,Russ Salakhutdinov,918,0.4178425125170687,46,43,0.0005016647028186074,58,58,-12,0
1714580962569588736,deepseek_ai,DeepSeek,active,3,organization,DeepSeek,627,0.2853891670459718,137,119,0.0004935628273042707,59,59,78,0
29843511,nandodf,Nando de Freitas,active,30,person,Nando de Freitas,1004,0.45698680018206644,37,34,0.00048698150407689724,60,60,-23,0
1019763768631447552,idavidrein,david rein,active,955,person,david rein,231,0.10514337733272644,1053,429,0.00047738453072902363,61,61,992,0
22747327,testingham,tom cunningham,unknown,,,,116,0.05279927173418298,2877,544,0.00047691043822720066,62,62,2815,0
80466845,mascobot,Marco Mascorro @ ICML,active,717,person,Marco Mascorro @ ICML,339,0.15430131998179336,532,322,0.00047313348507032444,63,63,469,0
246939962,thom_wolf,Thomas Wolf,active,34,person,Thomas Wolf,1129,0.513882567137005,18,18,0.000472440207873689,64,64,-46,0
615818451,alexandr_wang,Alexandr Wang,active,80,person,Alexandr Wang,766,0.34865725989986346,77,70,0.0004708770010546272,65,65,12,0
514638085,dpaleka,Daniel Paleka,active,1835,person,Daniel Paleka,143,0.0650887573964497,2146,517,0.00046829411213856207,66,66,2080,0
228792418,_rockt,Tim Rocktäschel,active,57,person,Tim Rocktäschel,773,0.35184342284934,74,67,0.0004663477971736593,67,67,7,0
186420551,clementdelangue,clem 🤗,active,115,person,clem 🤗,876,0.3987255348202094,49,46,0.00046490923791695296,68,68,-19,0
1388977636618080256,johnschulman2,John Schulman,active,43,person,John Schulman,1135,0.516613563950842,17,17,0.000461065256624937,69,69,-52,0
153196789,ch402,Chris Olah,active,26,person,Chris Olah,1086,0.49431042330450614,26,24,0.0004610148263758926,70,70,-44,0
930159122535866369,chrispainteryup,Chris Painter,active,1306,person,Chris Painter,182,0.08284023668639054,1520,478,0.00045960967881366536,71,71,1449,0
138840988,neuripsconf,NeurIPS Conference,active,3002,organization,NeurIPS Conference,857,0.3900773782430587,53,50,0.00045326140914147444,72,72,-19,0
118263124,stanfordnlp,Stanford NLP Group,active,3071,organization,Stanford AI Lab,782,0.35593991807009556,71,64,0.00045260516377439224,73,73,-2,0
1275310261696557057,cfgeek,Charles Foster,active,1870,person,Charles Foster,176,0.08010923987255349,1606,484,0.00045106537980260327,74,74,1532,0
1803847768781524992,openainewsroom,OpenAI Newsroom,unknown,,,,206,0.09376422394173874,1260,454,0.0004423801059987979,75,75,1185,0
476582730,shakir_za,Shakir Mohamed,active,76,person,Shakir Mohamed,655,0.298133818843878,124,110,0.0004418100039962563,76,76,48,0
1145851147,stefanoermon,Stefano Ermon,active,130,person,Stefano Ermon,606,0.2758306781975421,158,133,0.00043920358926801876,77,77,81,0
1007413134,drjimfan,Jim Fan,active,72,person,Jim Fan,1062,0.48338643604915793,28,26,0.0004338311409747084,78,78,-50,0
50393960,billgates,Bill Gates,unknown,,,,734,0.3340919435593992,90,79,0.00043359006646162356,79,79,11,0
162124540,gdb,Greg Brockman,active,39,person,Greg Brockman,1243,0.5657715065999089,12,12,0.0004297384355260338,80,80,-68,0
824669300699070465,yeewhye,Yee Whye Teh,active,103,person,Yee Whye Teh,613,0.27901684114701863,151,128,0.0004272647654384329,81,81,70,0
1290762290224984064,zoubinghahrama1,Zoubin Ghahramani,active,81,person,Zoubin Ghahramani,698,0.31770596267637685,103,91,0.0004265533176294472,82,82,21,0
1986848589973495814,aievalforum,AI Evaluator Forum,unknown,,,,34,0.015475648611743286,11435,626,0.00042387441233886805,83,83,11352,0
2238160940,roxanneheston,Roxanne Heston,unknown,,,,45,0.020482476103777878,8777,615,0.00042292152698654944,84,84,8693,0
979434618062606337,hjalmarwijk,Hjalmar Wijk,unknown,,,,57,0.02594446973145198,6802,603,0.0004229180130670226,85,85,6717,0
935463800555237377,neev_parikh,Neev Parikh,unknown,,,,59,0.026854802002730997,6575,601,0.00042162030507980126,86,86,6489,0
30557408,deanwball,Dean W. Ball,active,1637,person,Dean W. Ball,388,0.17660446062812926,404,278,0.0004212815260676354,87,87,317,0
3237721718,chrszegedy,Christian Szegedy,active,113,person,Christian Szegedy,836,0.380518889394629,59,55,0.00042123890179909075,88,88,-29,0
1317378844169367554,slimshetty_,Manish Shetty,unknown,,,,64,0.02913063268092854,5990,596,0.00042069201924640294,89,89,5901,0
25263396,dpkingma,Durk Kingma,active,53,person,Durk Kingma,827,0.37642239417387346,65,59,0.0004192841211002996,90,90,-25,0
1798517249281785856,whitfill_parker,Parker Whitfill,unknown,,,,32,0.01456531634046427,12442,628,0.0004183545510938393,91,91,12351,0
1706769857486659584,nikolaj2030,Nikola Jurkovic,unknown,,,,62,0.028220300409649523,6204,598,0.0004178464247446623,92,92,6112,0
726763233403637762,michalbravansky,Michal Bravansky ✈️ ICML,unknown,,,,15,0.006827492034592627,25028,645,0.0004167589404539604,93,93,24935,0
977207240083099649,mkinniment,Megan Kinniment,unknown,,,,33,0.015020482476103778,11964,627,0.0004138330529074723,94,94,11870,0
1483957803538649091,jasmine10018637,Jasmine Dhaliwal,unknown,,,,15,0.006827492034592627,24753,645,0.0004131009334932933,95,95,24658,0
1560902471358197760,brucewlee2,Bruce W. Lee ✈️ ICML Seoul,unknown,,,,24,0.010923987255348202,16005,636,0.0004127637692683499,96,96,15909,0
1132100635,kwathomas0,Thomas Kwa,unknown,,,,22,0.010013654984069186,17568,638,0.0004125548376843068,97,97,17471,0
294292349,rajivdattani,Rajiv Dattani,unknown,,,,14,0.0063723258989531175,26857,646,0.00041213110742122934,98,98,26759,0
989261,spiegelmock,Mischa Spiegelmock,unknown,,,,5,0.002275830678197542,67492,655,0.000411874524275676,99,99,67393,0
1697247904887717888,htbroadley,Thomas Broadley,unknown,,,,6,0.0027309968138370506,54056,654,0.00041150709003522757,100,100,53956,0
